OBJECTID,PIDN,CITY_TEXT,NUMBER,STREET,GIS_Acreag,LANDVALUE,BLDGVALUE,LANDUSE_TE,YR_BUILT,score2
14804,"017-10-04-040.00",ERLANGER,"3097",SPRING VALLEY,".170",25000,179200,SINGLE FAMILY,"1983",2.125
14805,"017-10-05-002.00",ERLANGER,"3101",SPRING VALLEY,".190",25000,179200,SINGLE FAMILY,"1977",2.125
14806,"017-10-05-003.00",ERLANGER,"3103",SPRING VALLEY,".210",25000,226500,SINGLE FAMILY,"1978",2.125
14807,"017-10-05-004.00",ERLANGER,"3105",SPRING VALLEY,".220",25000,171600,SINGLE FAMILY,"1978",2.125
14808,"017-10-05-005.00",ERLANGER,"3107",SPRING VALLEY,".230",25000,240000,SINGLE FAMILY,"1979",2.125
14809,"017-10-05-006.00",ERLANGER,"3109",SPRING VALLEY,".200",25000,226500,SINGLE FAMILY,"1977",2.0625
14810,"017-10-05-007.00",ERLANGER,"3111",SPRING VALLEY,".190",25000,115000,SINGLE FAMILY,"1976",2.0625
14811,"017-10-05-008.00",ERLANGER,"3113",SPRING VALLEY,".180",25000,172800,SINGLE FAMILY,"1978",2.0625
14812,"017-10-05-009.00",ERLANGER,"3333",NORTHWAY,".150",25000,179200,SINGLE FAMILY,"1976",2.0625
14813,"017-10-05-010.00",ERLANGER,"3331",NORTHWAY,".150",25000,142000,SINGLE FAMILY,"1977",2.0625
14814,"017-10-05-011.00",ERLANGER,"3329",NORTHWAY,".160",25000,205500,SINGLE FAMILY,"1978",2.0625
14815,"017-10-05-012.00",ERLANGER,"3327",NORTHWAY,".170",25000,200000,SINGLE FAMILY,"1977",2.125
14816,"017-10-05-013.00",ERLANGER,"3325",NORTHWAY,".170",25000,162000,SINGLE FAMILY,"1977",2.125
14817,"017-10-05-014.00",ERLANGER,"3323",NORTHWAY,".190",25000,179200,SINGLE FAMILY,"1977",2.125
14818,"017-10-05-015.00",ERLANGER,"3321",NORTHWAY,".200",25000,161200,SINGLE FAMILY,"1977",2.125
14819,"017-10-05-016.00",ERLANGER,"3319",NORTHWAY,".340",25000,180200,SINGLE FAMILY,"1977",2.125
14820,"017-10-05-017.00",ERLANGER,"3318",NORTHWAY,".230",25000,216600,SINGLE FAMILY,"1977",2.125
14821,"017-10-05-018.00",ERLANGER,"3320",NORTHWAY,".300",25000,222000,SINGLE FAMILY,"1978",2.125
14822,"017-10-05-019.00",ERLANGER,"3322",NORTHWAY,".220",25000,194000,SINGLE FAMILY,"1978",2.125
14823,"017-10-05-020.00",ERLANGER,"3324",NORTHWAY,".170",25000,185600,SINGLE FAMILY,"1987",2.125
14824,"017-10-05-021.00",ERLANGER,"3326",NORTHWAY,".180",25000,155500,SINGLE FAMILY,"1978",2.125
14825,"017-10-05-022.00",ERLANGER,"3328",NORTHWAY,".170",25000,179200,SINGLE FAMILY,"1977",2.125
14826,"017-10-05-023.00",ERLANGER,"3330",NORTHWAY,".170",25000,161200,SINGLE FAMILY,"1977",2.125
14827,"017-10-05-024.00",ERLANGER,"3332",NORTHWAY,".180",25000,152200,SINGLE FAMILY,"1977",2.125
14828,"017-10-05-025.00",ERLANGER,"3334",NORTHWAY,".220",25000,179200,SINGLE FAMILY,"1977",2.125
14829,"017-10-05-026.00",ERLANGER,"3336",NORTHWAY,".300",25000,149700,SINGLE FAMILY,"1978",2.0625
14830,"017-10-05-027.00",ERLANGER,"3338",NORTHWAY,".180",25000,142100,SINGLE FAMILY,"1978",2.0625
14831,"017-10-05-028.00",ERLANGER,"3201",SPRING VALLEY,".170",25000,180000,SINGLE FAMILY,"1978",2.0625
14832,"017-10-05-029.00",ERLANGER,"3203",SPRING VALLEY,".160",25000,214800,SINGLE FAMILY,"1977",2.0625
14833,"017-10-05-030.00",ERLANGER,"3205",SPRING VALLEY,".160",25000,201900,SINGLE FAMILY,"1978",2.0625
14834,"017-10-05-031.00",ERLANGER,"3207",SPRING VALLEY,".170",25000,144300,SINGLE FAMILY,"1978",2.0625
14835,"017-10-05-032.00",ERLANGER,"3209",SPRING VALLEY,".150",25000,151900,SINGLE FAMILY,"1978",2.0625
14836,"017-10-05-033.00",ERLANGER,"3345",TALLWOOD,".160",25000,167000,SINGLE FAMILY,"1978",2.0625
14837,"017-10-05-034.00",ERLANGER,"3343",TALLWOOD,".160",25000,132000,SINGLE FAMILY,"1978",2.0625
14838,"017-10-05-035.00",ERLANGER,"3341",TALLWOOD,".180",25000,165800,SINGLE FAMILY,"1976",2.0625
14839,"017-10-05-036.00",ERLANGER,"3339",TALLWOOD,".170",25000,144000,SINGLE FAMILY,"1976",2.125
14840,"017-10-05-037.00",ERLANGER,"3337",TALLWOOD,".170",25000,210500,SINGLE FAMILY,"1976",2.125
14841,"017-10-05-038.00",ERLANGER,"3335",TALLWOOD,".170",25000,187000,SINGLE FAMILY,"1992",2.125
14842,"017-10-05-039.00",ERLANGER,"3333",TALLWOOD,".180",25000,180000,SINGLE FAMILY,"1975",2.125
14843,"017-10-05-040.00",ERLANGER,"3331",TALLWOOD,".170",25000,169500,SINGLE FAMILY,"1976",2.125
14844,"017-10-05-041.00",ERLANGER,"3329",TALLWOOD,".170",25000,210500,SINGLE FAMILY,"1976",2.125
14845,"017-10-05-042.00",ERLANGER,"3327",TALLWOOD,".180",25000,158200,SINGLE FAMILY,"1976",2.125
14846,"017-10-05-043.00",ERLANGER,"3325",TALLWOOD,".170",25000,172800,SINGLE FAMILY,"1976",2.125
14847,"017-10-05-044.00",ERLANGER,"3323",TALLWOOD,".190",25000,140600,SINGLE FAMILY,"1975",2.125
14848,"017-10-05-045.00",ERLANGER,"3321",TALLWOOD,".260",25000,179200,SINGLE FAMILY,"1976",2.125
14849,"017-10-05-046.00",ERLANGER,"3319",TALLWOOD,".180",25000,225000,SINGLE FAMILY,"1977",2.125
14850,"017-10-05-047.00",ERLANGER,"3318",TALLWOOD,".240",25000,170900,SINGLE FAMILY,"1976",2.125
14851,"017-10-05-048.00",ERLANGER,"3320",TALLWOOD,".220",25000,155500,SINGLE FAMILY,"1977",2.125
14852,"017-10-05-049.00",ERLANGER,"3322",TALLWOOD,".190",25000,179200,SINGLE FAMILY,"1976",2.125
14853,"017-10-05-050.00",ERLANGER,"3324",TALLWOOD,".170",25000,161200,SINGLE FAMILY,"1976",2.125
14854,"017-10-05-051.00",ERLANGER,"3326",TALLWOOD,".170",25000,213600,SINGLE FAMILY,"1976",2.125
14855,"017-10-05-052.00",ERLANGER,"3328",TALLWOOD,".170",25000,158200,SINGLE FAMILY,"1976",2.125
14856,"017-10-05-053.00",ERLANGER,"3330",TALLWOOD,".190",25000,227000,SINGLE FAMILY,"1975",2.125
14857,"017-10-05-054.00",ERLANGER,"3332",TALLWOOD,".170",25000,189400,SINGLE FAMILY,"1978",2.125
14858,"017-10-05-055.00",ERLANGER,"3334",TALLWOOD,".170",25000,153000,SINGLE FAMILY,"1977",2.125
14859,"017-10-05-056.00",ERLANGER,"3336",TALLWOOD,".170",25000,142100,SINGLE FAMILY,"1975",2.125
14860,"017-10-05-057.00",ERLANGER,"3338",TALLWOOD,".170",25000,142100,SINGLE FAMILY,"1976",2.125
14861,"017-10-05-058.00",ERLANGER,"3340",TALLWOOD,".200",25000,156800,SINGLE FAMILY,"1977",2.125
14862,"017-10-05-059.00",ERLANGER,"3342",TALLWOOD,".210",25000,181200,SINGLE FAMILY,"1976",2.125
14863,"017-10-05-059.01",ERLANGER,"3344",TALLWOOD,".280",25000,125000,SINGLE FAMILY,"1976",2.125
14864,"017-10-05-059.02",ERLANGER,"3346",TALLWOOD,".190",25000,142100,SINGLE FAMILY,"1976",2.0625
14865,"017-10-05-059.03",ERLANGER,"3311",SPRING VALLEY,".160",25000,179200,SINGLE FAMILY,"1977",2.0625
14866,"017-10-05-059.04",ERLANGER,"3313",SPRING VALLEY,".160",25000,161200,SINGLE FAMILY,"1975",2.0625
14867,"017-10-05-059.05",ERLANGER,"3315",SPRING VALLEY,".150",25000,146000,SINGLE FAMILY,"1973",2.0625
14868,"017-10-05-059.06",ERLANGER,"3447",BOTTOMWOOD,".160",25000,203000,SINGLE FAMILY,"1975",2.125
14869,"017-10-05-059.07",ERLANGER,"3445",BOTTOMWOOD,".160",25000,142100,SINGLE FAMILY,"1975",2.125
14870,"017-10-05-059.08",ERLANGER,"3443",BOTTOMWOOD,".170",25000,175800,SINGLE FAMILY,"1974",2.125
14871,"017-10-05-060.00",ERLANGER,"3441",BOTTOMWOOD,".170",25000,190000,SINGLE FAMILY,"1975",2.125
14872,"017-10-05-061.00",ERLANGER,"3439",BOTTOMWOOD,".180",25000,146600,SINGLE FAMILY,"1975",2.125
14873,"017-10-05-062.00",ERLANGER,"3437",BOTTOMWOOD,".170",25000,140300,SINGLE FAMILY,"1976",2.125
14874,"017-10-05-063.00",ERLANGER,"3435",BOTTOMWOOD,".170",25000,179200,SINGLE FAMILY,"1975",2.125
14875,"017-10-05-064.00",ERLANGER,"3433",BOTTOMWOOD,".170",25000,142100,SINGLE FAMILY,"1975",2.125
14876,"017-10-05-065.00",ERLANGER,"3431",BOTTOMWOOD,".170",25000,115000,SINGLE FAMILY,"1975",2.125
14877,"017-10-05-066.00",ERLANGER,"3429",BOTTOMWOOD,".160",25000,142100,SINGLE FAMILY,"1975",2.125
14878,"017-10-05-067.00",ERLANGER,"3427",BOTTOMWOOD,".160",25000,179200,SINGLE FAMILY,"1976",2.125
14879,"017-10-05-068.00",ERLANGER,"3425",BOTTOMWOOD,".160",25000,130000,SINGLE FAMILY,"1976",2.125
14880,"017-10-05-069.00",ERLANGER,"3423",BOTTOMWOOD,".160",25000,169400,SINGLE FAMILY,"1976",2.125
14881,"017-10-05-070.00",ERLANGER,"3421",BOTTOMWOOD,".170",25000,188300,SINGLE FAMILY,"1970",2.125
14882,"017-10-05-071.00",ERLANGER,"3419",BOTTOMWOOD,".180",25000,127100,SINGLE FAMILY,"1975",2.125
14883,"017-10-05-072.00",ERLANGER,"3417",BOTTOMWOOD,".170",25000,163000,SINGLE FAMILY,"1974",2.125
14884,"017-10-05-073.00",ERLANGER,"3415",BOTTOMWOOD,".170",25000,201600,SINGLE FAMILY,"1979",2.125
14885,"017-10-05-074.00",ERLANGER,"3413",BOTTOMWOOD,".230",25000,192500,SINGLE FAMILY,"1964",2.125
14886,"017-10-05-074.01",ERLANGER,"3411",BOTTOMWOOD,"2.900",2500,0,VACANT LAND,"0000",2.125
14887,"017-10-05-075.00",ERLANGER,3344-46,NORTHWAY,".250",25000,175000,TWO FAMILY,"1989",2.0625
14888,"017-10-05-076.00",ERLANGER,3353-55,NORTHWAY,".270",25000,175000,TWO FAMILY,"1988",2.0625
14889,"017-10-05-077.00",ERLANGER,"3357",NORTHWAY,".200",25000,142700,SINGLE FAMILY,"1988",2.0625
14890,"017-10-05-078.00",ERLANGER,"3361",NORTHWAY,".170",25000,138200,SINGLE FAMILY,"1980",2.0625
14891,"017-10-05-079.00",ERLANGER,"3365",NORTHWAY,".190",25000,156000,SINGLE FAMILY,"1987",2.0625
14892,"017-10-05-080.00",ERLANGER,"3369",NORTHWAY,".160",25000,170200,SINGLE FAMILY,"1990",2.0625
14893,"017-10-05-081.00",ERLANGER,3372-74,NORTHWAY,".310",25000,175000,TWO FAMILY,"1990",2.0625
14894,"017-10-05-082.00",ERLANGER,"3373",NORTHWAY,".160",25000,212000,SINGLE FAMILY,"1987",2.0625
14895,"017-10-05-083.00",ERLANGER,3376-78,NORTHWAY,".280",25000,175000,TWO FAMILY,"1989",2.0625
14896,"017-10-05-084.00",ERLANGER,"3377",NORTHWAY,".170",25000,137000,SINGLE FAMILY,"1987",2.0625
14897,"017-10-05-087.00",ERLANGER,3381-83,NORTHWAY,".230",25000,222300,SINGLE FAMILY,"1989",2.0625
14898,"017-10-05-088.00",ERLANGER,3384-86,NORTHWAY,".240",25000,175000,TWO FAMILY,"1986",2.0625
14899,"017-10-05-089.00",ERLANGER,3388-90,NORTHWAY,".230",25000,175000,TWO FAMILY,"1991",2.0625
14900,"017-10-05-090.00",ERLANGER,3392-94,NORTHWAY,".290",25000,175000,TWO FAMILY,"1987",2.0625
14901,"017-10-05-091.00",ERLANGER,3881-83,KELLI,".240",25000,175000,TWO FAMILY,"1988",2.0625
14902,"017-10-05-092.00",ERLANGER,3885-3887,KELLI,".270",25000,175000,TWO FAMILY,"1989",2.0625
14903,"017-10-05-093.00",ERLANGER,"3890",KELLI,".230",25000,175000,TWO FAMILY,"1988",2.0625
14904,"017-10-05-093.01",ERLANGER,3884-86,KELLI,".260",25000,140000,TWO FAMILY,"1988",2.0625
14905,"017-10-05-094.00",ERLANGER,3893-95,KELLI,".230",25000,175000,TWO FAMILY,"1988",2.0625
14906,"017-10-05-095.00",ERLANGER,3894-96,KELLI,".420",25000,175000,TWO FAMILY,"1989",2.0625
14907,"017-10-05-096.00",ERLANGER,3897-99,KELLI,".310",25000,175000,TWO FAMILY,"1990",2.0625
14908,"017-10-06-001.02",ERLANGER,,BOTTOMWOOD,"1.700",7700,0,REMNANT LAND,"0000",2.125
14909,"017-10-06-002.00",ERLANGER,"3867",TURKEYFOOT,".550",25000,125000,SINGLE FAMILY,"1973",2.125
14910,"017-10-06-003.00",ERLANGER,"3865",TURKEYFOOT,".370",25000,176000,SINGLE FAMILY,"1971",2.125
14911,"017-10-06-004.00",ERLANGER,"3414",BOTTOMWOOD,".270",25000,210000,SINGLE FAMILY,"1973",2.125
14912,"017-10-06-005.00",ERLANGER,"3416",BOTTOMWOOD,".310",25000,139700,SINGLE FAMILY,"1976",2.125
14913,"017-10-06-006.02",ERLANGER,"3418",BOTTOMWOOD,".280",25000,179200,SINGLE FAMILY,"1976",2.125
14914,"017-10-06-007.00",ERLANGER,"3420",BOTTOMWOOD,".290",25000,186100,SINGLE FAMILY,"1976",2.125
14915,"017-10-06-008.00",ERLANGER,"3422",BOTTOMWOOD,".340",25000,275000,SINGLE FAMILY,"1973",2.125
14916,"017-10-06-009.00",ERLANGER,"3424",BOTTOMWOOD,".650",25000,206700,SINGLE FAMILY,"1973",2.125
14917,"017-10-06-010.00",ERLANGER,"3426",BOTTOMWOOD,".170",25000,153900,SINGLE FAMILY,"1973",2.125
14918,"017-10-06-010.01",ERLANGER,,BOTTOMWOOD,".020",500,0,VACANT LAND,"0000",2.125
14919,"017-10-06-011.00",ERLANGER,"3428",BOTTOMWOOD,".160",25000,150000,SINGLE FAMILY,"1973",2.125
14920,"017-10-06-011.01",ERLANGER,,BOTTOMWOOD,".110",500,0,VACANT LAND,"0000",2.125
14921,"017-10-06-012.00",ERLANGER,"3430",BOTTOMWOOD,".210",25000,201600,SINGLE FAMILY,"1974",2.125
14922,"017-10-06-013.00",ERLANGER,"3432",BOTTOMWOOD,".180",25000,158200,SINGLE FAMILY,"1976",2.125
14923,"017-10-06-014.00",ERLANGER,"3434",BOTTOMWOOD,".160",25000,179200,SINGLE FAMILY,"1974",2.125
14924,"017-10-06-015.00",ERLANGER,"3436",BOTTOMWOOD,".160",25000,188700,SINGLE FAMILY,"1975",2.125
14925,"017-10-06-016.00",ERLANGER,"3438",BOTTOMWOOD,".160",25000,146900,SINGLE FAMILY,"1975",2.125
14926,"017-10-06-017.00",ERLANGER,"3440",BOTTOMWOOD,".160",25000,137000,SINGLE FAMILY,"1975",2.125
14927,"017-10-06-018.00",ERLANGER,"3442",BOTTOMWOOD,".170",25000,180000,SINGLE FAMILY,"1975",2.125
14928,"017-10-06-019.00",ERLANGER,"3444",BOTTOMWOOD,".180",25000,158200,SINGLE FAMILY,"1976",2.125
14929,"017-10-06-020.00",ERLANGER,"3441",CASCADE,".200",25000,211200,SINGLE FAMILY,"1975",2.125
14930,"017-10-06-021.00",ERLANGER,"3439",CASCADE,".200",25000,172000,SINGLE FAMILY,"1977",2.125
14931,"017-10-06-022.00",ERLANGER,"3437",CASCADE,".190",25000,138100,SINGLE FAMILY,"1973",2.125
14932,"017-10-06-023.00",ERLANGER,"3435",CASCADE,".160",25000,149700,SINGLE FAMILY,"1974",2.125
14933,"017-10-06-024.00",ERLANGER,"3433",CASCADE,".150",25000,185000,SINGLE FAMILY,"1974",2.125
14934,"017-10-06-025.00",ERLANGER,"3431",CASCADE,".250",25000,195000,SINGLE FAMILY,"1974",2.125
14935,"017-10-06-026.00",ERLANGER,"3432",CASCADE,".580",25000,168600,SINGLE FAMILY,"1975",2.125
14936,"017-10-06-027.00",ERLANGER,"3434",CASCADE,".510",25000,145600,SINGLE FAMILY,"1978",2.125
14937,"017-10-06-028.00",ERLANGER,"3436",CASCADE,".590",25000,179200,SINGLE FAMILY,"1975",2.125
14938,"017-10-06-029.00",ERLANGER,"3438",CASCADE,".360",25000,139900,SINGLE FAMILY,"1975",2.125
14939,"017-10-06-030.00",ERLANGER,"3440",CASCADE,".330",25000,179200,SINGLE FAMILY,"1975",2.125
14940,"017-10-06-031.00",ERLANGER,"3442",CASCADE,".280",25000,179200,SINGLE FAMILY,"1975",2.125
14941,"017-20-00-001.00",INDEPENDENCE,"3901",HUNTERS GREEN,".220",35000,144100,SINGLE FAMILY,"1976",3.3125
14942,"017-20-00-002.00",INDEPENDENCE,"3903",HUNTERS GREEN,".180",35000,160000,SINGLE FAMILY,"1979",3.3125
14943,"017-20-00-003.00",INDEPENDENCE,"3905",HUNTERS GREEN,".180",35000,140100,SINGLE FAMILY,"1976",3.3125
14944,"017-20-00-004.00",INDEPENDENCE,"3907",HUNTERS GREEN,".170",35000,150800,SINGLE FAMILY,"1983",3.3125
14945,"017-20-00-005.00",INDEPENDENCE,"3909",HUNTERS GREEN,".170",35000,179000,SINGLE FAMILY,"1975",3.3125
14946,"017-20-00-006.00",INDEPENDENCE,"3911",HUNTERS GREEN,".170",35000,146100,SINGLE FAMILY,"1981",3.3125
14947,"017-20-00-007.00",INDEPENDENCE,"3913",HUNTERS GREEN,".170",35000,202900,SINGLE FAMILY,"1980",3.3125
14948,"017-20-00-008.00",INDEPENDENCE,"3915",HUNTERS GREEN,".170",35000,215000,SINGLE FAMILY,"1980",3.3125
14949,"017-20-00-009.00",INDEPENDENCE,"3917",HUNTERS GREEN,".170",35000,170000,SINGLE FAMILY,"1980",3.3125
14950,"017-20-00-010.00",INDEPENDENCE,"3919",HUNTERS GREEN,".190",35000,144100,SINGLE FAMILY,"1980",3.3125
14951,"017-20-00-011.00",INDEPENDENCE,"3921",HUNTERS GREEN,".190",35000,157500,SINGLE FAMILY,"1976",3.3125
14952,"017-20-00-012.00",INDEPENDENCE,"3923",HUNTERS GREEN,".460",35000,161200,SINGLE FAMILY,"1974",3.3125
14953,"017-20-00-013.00",INDEPENDENCE,"3904",HUNTERS GREEN,".310",35000,160000,SINGLE FAMILY,"1974",3.3125
14954,"017-20-00-014.00",INDEPENDENCE,"3906",HUNTERS GREEN,".220",35000,132800,SINGLE FAMILY,"1980",3.3125
14955,"017-20-00-015.00",INDEPENDENCE,"3908",HUNTERS GREEN,".190",35000,156300,SINGLE FAMILY,"1976",3.3125
14956,"017-20-00-016.00",INDEPENDENCE,"3910",HUNTERS GREEN,".160",35000,141800,SINGLE FAMILY,"1977",3.3125
14957,"017-20-00-017.00",INDEPENDENCE,"3912",HUNTERS GREEN,".160",35000,126800,SINGLE FAMILY,"1974",3.3125
14958,"017-20-00-018.00",INDEPENDENCE,"3914",HUNTERS GREEN,".160",35000,160000,SINGLE FAMILY,"1977",3.3125
14959,"017-20-00-019.00",INDEPENDENCE,"3918",HUNTERS GREEN,".200",35000,131000,SINGLE FAMILY,"1974",3.3125
14960,"017-20-00-020.00",INDEPENDENCE,"3924",HUNTERS GREEN,".220",35000,162400,SINGLE FAMILY,"1977",3.3125
14961,"017-20-00-021.00",INDEPENDENCE,"3904",ARROW,".180",35000,160000,SINGLE FAMILY,"1980",3.3125
14962,"017-20-00-022.00",INDEPENDENCE,"3906",ARROW,".180",35000,127500,SINGLE FAMILY,"1978",3.3125
14963,"017-20-00-023.00",INDEPENDENCE,"3908",ARROW,".180",35000,127500,SINGLE FAMILY,"1974",3.3125
14964,"017-20-00-024.00",INDEPENDENCE,"3910",ARROW,".240",35000,160800,SINGLE FAMILY,"1977",3.3125
14965,"017-20-00-025.00",INDEPENDENCE,"3912",ARROW,".430",35000,163000,SINGLE FAMILY,"1972",3.3125
14966,"017-20-00-026.00",INDEPENDENCE,"3914",ARROW,".190",35000,193600,SINGLE FAMILY,"1976",3.3125
14967,"017-20-00-027.00",INDEPENDENCE,"3915",ARROW,".210",35000,212000,SINGLE FAMILY,"1976",3.3125
14968,"017-20-00-028.00",INDEPENDENCE,"3913",ARROW,".200",35000,202200,SINGLE FAMILY,"1974",3.3125
14969,"017-20-00-029.00",INDEPENDENCE,"3911",ARROW,".170",35000,162400,SINGLE FAMILY,"1978",3.3125
14970,"017-20-00-030.00",INDEPENDENCE,"3909",ARROW,".190",35000,132100,SINGLE FAMILY,"1975",3.3125
14971,"017-20-00-031.00",INDEPENDENCE,"3907",ARROW,".190",35000,177300,SINGLE FAMILY,"1977",3.3125
14972,"017-20-00-032.00",INDEPENDENCE,"3905",ARROW,".190",35000,115700,SINGLE FAMILY,"1976",3.3125
14973,"017-20-00-033.00",INDEPENDENCE,"3903",ARROW,".180",35000,187000,SINGLE FAMILY,"1976",3.3125
14974,"017-20-00-034.00",INDEPENDENCE,"3901",ARROW,".220",35000,132100,SINGLE FAMILY,"1974",3.3125
14975,"017-20-00-035.00",INDEPENDENCE,"3939",HUNTERS GREEN,"10.640",0,0,HOMEOWNERS ASSOCIATION PROPERTY,"0000",3.3125
14976,"017-20-00-036.00",INDEPENDENCE,"3934",HUNTERS GREEN,".220",35000,160000,SINGLE FAMILY,"1974",3.3125
14977,"017-20-00-037.00",INDEPENDENCE,"3936",HUNTERS GREEN,".170",35000,190500,SINGLE FAMILY,"1976",3.3125
14978,"017-20-00-038.00",INDEPENDENCE,"3938",HUNTERS GREEN,".170",35000,196800,SINGLE FAMILY,"1975",3.3125
14979,"017-20-00-039.00",INDEPENDENCE,"3940",HUNTERS GREEN,".170",35000,215000,SINGLE FAMILY,"1976",3.3125
14980,"017-20-00-040.00",INDEPENDENCE,"3942",HUNTERS GREEN,".170",35000,126800,SINGLE FAMILY,"1975",3.3125
14981,"017-20-00-041.00",INDEPENDENCE,"3944",HUNTERS GREEN,".170",35000,160000,SINGLE FAMILY,"1977",3.3125
14982,"017-20-00-042.00",INDEPENDENCE,"3946",HUNTERS GREEN,".170",35000,160000,SINGLE FAMILY,"1977",3.3125
14983,"017-20-00-043.00",INDEPENDENCE,"3948",HUNTERS GREEN,".170",35000,124100,SINGLE FAMILY,"1977",3.3125
14984,"017-20-00-044.00",INDEPENDENCE,"3950",HUNTERS GREEN,".200",35000,163000,SINGLE FAMILY,"1990",3.3125
14985,"017-20-00-045.00",INDEPENDENCE,"3903",ARCHER,".220",35000,204900,SINGLE FAMILY,"1980",3.3125
14986,"017-20-00-046.00",INDEPENDENCE,"3907",ARCHER,".190",35000,188000,SINGLE FAMILY,"1975",3.3125
14987,"017-20-00-047.00",INDEPENDENCE,"3911",ARCHER,".190",35000,125500,SINGLE FAMILY,"1975",3.3125
14988,"017-20-00-048.00",INDEPENDENCE,"3915",ARCHER,".200",35000,163000,SINGLE FAMILY,"1975",3.3125
14989,"017-20-00-049.00",INDEPENDENCE,"3916",ARCHER,".200",35000,183600,SINGLE FAMILY,"1975",3.3125
14990,"017-20-00-050.00",INDEPENDENCE,"3914",ARCHER,".200",35000,232000,SINGLE FAMILY,"1983",2.3125
14991,"017-20-00-051.00",INDEPENDENCE,"3912",ARCHER,".190",35000,163400,SINGLE FAMILY,"1982",2.3125
14992,"017-20-00-052.00",INDEPENDENCE,"3910",ARCHER,".180",35000,184000,SINGLE FAMILY,"1986",2.3125
14993,"017-20-00-053.00",INDEPENDENCE,"3908",ARCHER,".190",35000,140100,SINGLE FAMILY,"1986",2.3125
14994,"017-20-00-054.00",INDEPENDENCE,"3906",ARCHER,".190",35000,158700,SINGLE FAMILY,"1986",2.3125
14995,"017-20-00-055.00",INDEPENDENCE,"3904",ARCHER,".190",35000,128200,SINGLE FAMILY,"1976",2.3125
14996,"017-20-00-056.00",INDEPENDENCE,"3902",ARCHER,".240",35000,158700,SINGLE FAMILY,"1986",2.3125
14997,"017-20-00-057.00",INDEPENDENCE,"3959",HUNTERS GREEN,".170",35000,205500,SINGLE FAMILY,"1977",2.3125
14998,"017-20-00-058.00",INDEPENDENCE,"3961",HUNTERS GREEN,".170",35000,132100,SINGLE FAMILY,"1975",2.3125
14999,"017-20-00-059.00",INDEPENDENCE,"3963",HUNTERS GREEN,".190",35000,141800,SINGLE FAMILY,"1979",2.3125
15000,"017-20-00-060.00",INDEPENDENCE,"3903",PATHFINDER,".240",35000,196100,SINGLE FAMILY,"1975",2.3125
15001,"017-20-00-061.00",INDEPENDENCE,"3905",PATHFINDER,".170",35000,152100,SINGLE FAMILY,"1975",2.3125
15002,"017-20-00-062.00",INDEPENDENCE,"3909",PATHFINDER,".250",35000,162400,SINGLE FAMILY,"1975",2.3125
15003,"017-20-00-063.00",INDEPENDENCE,"3915",PATHFINDER,".190",35000,160000,SINGLE FAMILY,"1975",2.3125
15004,"017-20-00-064.00",INDEPENDENCE,"3917",PATHFINDER,".200",35000,187000,SINGLE FAMILY,"1976",2.3125
15005,"017-20-00-065.00",INDEPENDENCE,"3919",PATHFINDER,".200",35000,181300,SINGLE FAMILY,"1977",2.3125
15006,"017-20-00-066.00",INDEPENDENCE,"3920",PATHFINDER,".200",35000,207000,SINGLE FAMILY,"1976",2.3125
15007,"017-20-00-067.00",INDEPENDENCE,"3918",PATHFINDER,".200",35000,145000,SINGLE FAMILY,"1975",2.3125
15008,"017-20-00-068.00",INDEPENDENCE,"3916",PATHFINDER,".180",35000,160000,SINGLE FAMILY,"1975",2.3125
15009,"017-20-00-069.00",INDEPENDENCE,"3914",PATHFINDER,".170",35000,150000,SINGLE FAMILY,"1976",2.3125
15010,"017-20-00-070.00",INDEPENDENCE,"3912",PATHFINDER,".200",35000,181800,SINGLE FAMILY,"1976",2.3125
15011,"017-20-00-071.00",INDEPENDENCE,"3910",PATHFINDER,".220",35000,132100,SINGLE FAMILY,"1976",2.3125
15012,"017-20-00-072.00",INDEPENDENCE,"3908",PATHFINDER,".190",35000,162400,SINGLE FAMILY,"1975",2.3125
15013,"017-20-00-073.00",INDEPENDENCE,"3906",PATHFINDER,".170",35000,195000,SINGLE FAMILY,"1975",2.3125
15014,"017-20-00-074.00",INDEPENDENCE,"3904",PATHFINDER,".180",35000,127500,SINGLE FAMILY,"1976",2.3125
15015,"017-20-00-075.00",INDEPENDENCE,"3973",HUNTERS GREEN,".200",35000,127500,SINGLE FAMILY,"1976",2.3125
15016,"017-20-00-076.00",INDEPENDENCE,"3964",HUNTERS GREEN,".180",35000,162400,SINGLE FAMILY,"1976",2.3125
15017,"017-20-00-077.00",INDEPENDENCE,"3966",HUNTERS GREEN,".170",35000,150000,SINGLE FAMILY,"1977",2.3125
15018,"017-20-00-078.00",INDEPENDENCE,"3968",HUNTERS GREEN,".170",35000,126800,SINGLE FAMILY,"1977",2.3125
15019,"017-20-00-079.00",INDEPENDENCE,"3970",HUNTERS GREEN,".170",35000,170800,SINGLE FAMILY,"1977",2.3125
15020,"017-20-00-080.00",INDEPENDENCE,"3972",HUNTERS GREEN,".220",35000,160000,SINGLE FAMILY,"1977",2.3125
15021,"017-20-00-081.00",INDEPENDENCE,"3974",HUNTERS GREEN,".210",35000,122900,SINGLE FAMILY,"1977",2.3125
15022,"017-20-00-082.00",INDEPENDENCE,"3902",TRAPPERS,".230",35000,137400,SINGLE FAMILY,"1980",2.3125
